證券代碼,年月日,開盤價(元),收盤價(元)
2330,20110506,54.2468,54.2468
TWN50  ,20110506,6186.31,6171.39
Y9999  ,20110506,8997.73,8977.23
M2300  ,20110506,335.44,335.3
2330,20110509,54.6808,54.6085
TWN50  ,20110509,6192.37,6215.28
Y9999  ,20110509,9001.8,9035.48
M2300  ,20110509,336.76,337.07
2330,20110510,54.6808,53.8129
TWN50  ,20110510,6229.9,6198.81
Y9999  ,20110510,9048.25,9023.28
M2300  ,20110510,337.5,334.43
2330,20110511,54.4638,54.2468
TWN50  ,20110511,6238.18,6204.04
Y9999  ,20110511,9073.88,9020.4
M2300  ,20110511,336.28,333.99
2330,20110512,53.6682,54.7531
TWN50  ,20110512,6162.38,6212.05
Y9999  ,20110512,8977.77,9033.68
M2300  ,20110512,332.18,335.65
2330,20110513,54.9701,54.8978
TWN50  ,20110513,6207.66,6182.35
Y9999  ,20110513,9039.55,9006.61
M2300  ,20110513,336.51,335.4
2330,20110516,54.8978,54.1745
TWN50  ,20110516,6168.06,6111.06
Y9999  ,20110516,8996.7,8911.71
M2300  ,20110516,334.83,331.17
2330,20110517,53.9575,54.6808
TWN50  ,20110517,6115.85,6100.99
Y9999  ,20110517,8917.25,8884.09
M2300  ,20110517,330.95,329.26
2330,20110518,54.4638,54.4638
TWN50  ,20110518,6098.27,6138.19
Y9999  ,20110518,8885.4,8944.84
M2300  ,20110518,329.27,331.67
2330,20110519,54.1745,54.3915
TWN50  ,20110519,6135.17,6111.57
Y9999  ,20110519,8952.25,8892.88
M2300  ,20110519,331.96,330
2330,20110520,54.9701,54.6085
TWN50  ,20110520,6155.03,6086.52
Y9999  ,20110520,8944.38,8837.03
M2300  ,20110520,331.95,328.37
2330,20110523,54.0298,54.3192
TWN50  ,20110523,6027.47,6018.63
Y9999  ,20110523,8767.3,8747.51
M2300  ,20110523,325.27,324.33
2330,20110524,54.1745,54.1022
TWN50  ,20110524,6011.4,6033.85
Y9999  ,20110524,8730.23,8756.61
M2300  ,20110524,324.03,324.91
2330,20110525,53.6682,53.8852
TWN50  ,20110525,6013.1,6007.57
Y9999  ,20110525,8732.3,8727.09
M2300  ,20110525,324.09,323.28
2330,20110526,54.2468,53.6682
TWN50  ,20110526,6061.56,6043.97
Y9999  ,20110526,8797.29,8788.4
M2300  ,20110526,326.4,326.48
2330,20110527,53.3789,53.5235
TWN50  ,20110527,6050.06,6047.97
Y9999  ,20110527,8806.29,8810
M2300  ,20110527,326.85,327.7
2330,20110530,53.5235,54.3192
TWN50  ,20110530,5979.29,6049.35
Y9999  ,20110530,8757.66,8823.68
M2300  ,20110530,326.3,329.5
2330,20110531,54.6085,55.4764
TWN50  ,20110531,6073.24,6161.32
Y9999  ,20110531,8860.58,8988.84
M2300  ,20110531,331.39,336.1
2330,20110601,55.1871,55.6934
TWN50  ,20110601,6164.49,6231.02
Y9999  ,20110601,8999.84,9062.35
M2300  ,20110601,337,339.63
2330,20110602,55.1871,55.2594
TWN50  ,20110602,6167.05,6164.44
Y9999  ,20110602,8981.71,8991.36
M2300  ,20110602,336.1,336.27
2330,20110603,55.6934,55.8381
TWN50  ,20110603,6189.93,6214.35
Y9999  ,20110603,9024.54,9046.28
M2300  ,20110603,337.98,339.13
2330,20110607,55.8381,56.0551
TWN50  ,20110607,6185.35,6217.06
Y9999  ,20110607,9025.21,9057.1
M2300  ,20110607,338.69,340.75
2330,20110608,55.7657,56.0551
TWN50  ,20110608,6199.64,6179.9
Y9999  ,20110608,9044.85,9007.53
M2300  ,20110608,340.39,338.81
2330,20110609,56.4167,55.6211
TWN50  ,20110609,6192.09,6174.71
Y9999  ,20110609,9020.6,9000.94
M2300  ,20110609,339.41,338.16
2330,20110610,55.6934,54.4638
TWN50  ,20110610,6206.39,6050.29
Y9999  ,20110610,9042.35,8837.82
M2300  ,20110610,339.63,330.82
2330,20110613,53.8852,54.0298
TWN50  ,20110613,6013.39,5956.23
Y9999  ,20110613,8791.67,8712.95
M2300  ,20110613,329.07,325.95
2330,20110614,53.8852,55.1148
TWN50  ,20110614,5970.52,6043.12
Y9999  ,20110614,8737.24,8829.21
M2300  ,20110614,326.82,330.98
2330,20110615,55.6934,55.6934
TWN50  ,20110615,6037.9,6037.3
Y9999  ,20110615,8833.86,8831.45
M2300  ,20110615,331.24,330.02
2330,20110616,54.9701,54.6085
TWN50  ,20110616,5957.76,5915.99
Y9999  ,20110616,8739.84,8654.43
M2300  ,20110616,325.93,322.17
2330,20110617,54.2468,53.6682
TWN50  ,20110617,5920.62,5885.54
Y9999  ,20110617,8671.45,8636.1
M2300  ,20110617,322.73,320.09
2330,20110620,53.9575,54.1745
TWN50  ,20110620,5927.26,5845.13
Y9999  ,20110620,8679.15,8530.68
M2300  ,20110620,322.03,315.82
2330,20110621,54.5361,54.8978
TWN50  ,20110621,5877.97,5894.54
Y9999  ,20110621,8571.93,8597.62
M2300  ,20110621,317.68,319.31
2330,20110622,55.1871,54.2468
TWN50  ,20110622,5944.85,5898.61
Y9999  ,20110622,8663.86,8621.04
M2300  ,20110622,322.44,321.16
2330,20110623,54.0298,53.6682
TWN50  ,20110623,5882.8,5852.92
Y9999  ,20110623,8601.15,8567.28
M2300  ,20110623,320.2,318.39
2330,20110624,53.2342,52.7279
TWN50  ,20110624,5838.34,5795.75
Y9999  ,20110624,8567.46,8532.83
M2300  ,20110624,317.74,316.36
2330,20110627,52.077,52.077
TWN50  ,20110627,5733.79,5759.13
Y9999  ,20110627,8456.36,8500.16
M2300  ,20110627,313.3,314.27
2330,20110628,52.1493,52.4386
TWN50  ,20110628,5783.48,5743.56
Y9999  ,20110628,8536.13,8478.86
M2300  ,20110628,315.85,313.84
2330,20110629,53.4945,53.8718
TWN50  ,20110629,5778.41,5802.21
Y9999  ,20110629,8540.35,8573.38
M2300  ,20110629,315.19,314.48
2330,20110630,53.8718,54.4754
TWN50  ,20110630,5806.23,5865.41
Y9999  ,20110630,8582.08,8652.59
M2300  ,20110630,314.54,315.66
2330,20110701,54.4754,54.9281
TWN50  ,20110701,5884.68,5932.53
Y9999  ,20110701,8684.39,8739.82
M2300  ,20110701,317.01,318.91
2330,20110704,55.7581,55.4563
TWN50  ,20110704,5988.53,5965.9
Y9999  ,20110704,8801.51,8774.72
M2300  ,20110704,321.92,319.85
2330,20110705,55.2299,55.2299
TWN50  ,20110705,5966.62,5972.72
Y9999  ,20110705,8777.22,8784.44
M2300  ,20110705,319.95,318.75
2330,20110706,55.2299,54.9281
TWN50  ,20110706,5988.57,6016.17
Y9999  ,20110706,8790.94,8824.44
M2300  ,20110706,319.49,321.96
2330,20110707,54.4,54.0227
TWN50  ,20110707,5975.5,5937.36
Y9999  ,20110707,8795,8773.42
M2300  ,20110707,320.89,318.26
2330,20110708,54.4,54.7018
TWN50  ,20110708,5937.96,5920.86
Y9999  ,20110708,8782.72,8749.55
M2300  ,20110708,318.16,316.08
2330,20110711,54.7772,53.7963
TWN50  ,20110711,5922.69,5856.49
Y9999  ,20110711,8749.55,8665.85
M2300  ,20110711,316.38,311.63
2330,20110712,53.2682,53.0418
TWN50  ,20110712,5791.98,5736.98
Y9999  ,20110712,8581.43,8491.01
M2300  ,20110712,307.4,304.12
2330,20110713,53.1927,54.4754
TWN50  ,20110713,5724.53,5739.6
Y9999  ,20110713,8480.26,8488.06
M2300  ,20110713,304.21,301.65
2330,20110714,53.1927,53.3436
TWN50  ,20110714,5739.86,5750.97
Y9999  ,20110714,8495.51,8481.35
M2300  ,20110714,301.72,300.65
2330,20110715,52.8155,52.74
TWN50  ,20110715,5759.25,5788.18
Y9999  ,20110715,8494.7,8574.91
M2300  ,20110715,300.93,302.94
2330,20110718,52.5891,52.5891
TWN50  ,20110718,5761.68,5744.15
Y9999  ,20110718,8550.16,8538.57
M2300  ,20110718,302.32,299.25
2330,20110719,52.5137,51.6837
TWN50  ,20110719,5738.53,5733.87
Y9999  ,20110719,8528.2,8524.57
M2300  ,20110719,298.74,300.14
2330,20110720,52.5891,54.0227
TWN50  ,20110720,5804.86,5878.57
Y9999  ,20110720,8612.53,8706.17
M2300  ,20110720,304.37,308.92
2330,20110721,53.8718,54.0227
TWN50  ,20110721,5882.42,5887.87
Y9999  ,20110721,8705.84,8717.14
M2300  ,20110721,308.73,309.19
2330,20110722,54.6263,54.3245
TWN50  ,20110722,5931.02,5914.39
Y9999  ,20110722,8770.95,8765.32
M2300  ,20110722,311.9,309.62
2330,20110725,54.6263,54.3245
TWN50  ,20110725,5916.39,5873.47
Y9999  ,20110725,8764.68,8683.51
M2300  ,20110725,309.68,306.94
2330,20110726,54.5509,55.6072
TWN50  ,20110726,5888.98,5960.61
Y9999  ,20110726,8700.59,8794.24
M2300  ,20110726,307.78,312.56
2330,20110727,55.6072,55.3808
TWN50  ,20110727,5934.61,5943.61
Y9999  ,20110727,8775.18,8817.49
M2300  ,20110727,312.79,313.54
2330,20110728,54.9281,55.079
TWN50  ,20110728,5879.8,5902.58
Y9999  ,20110728,8739.83,8767.2
M2300  ,20110728,310.16,310.24
2330,20110729,54.1736,54.3245
TWN50  ,20110729,5865.7,5813.78
Y9999  ,20110729,8737.72,8644.18
M2300  ,20110729,308.46,304.42
2330,20110801,54.3245,54.7772
TWN50  ,20110801,5789.01,5837.13
Y9999  ,20110801,8629.97,8701.38
M2300  ,20110801,306.62,308.53
2330,20110802,54.3245,53.8718
TWN50  ,20110802,5763.93,5747.23
Y9999  ,20110802,8629.09,8584.72
M2300  ,20110802,307.11,306.8
2330,20110803,52.8909,52.8909
TWN50  ,20110803,5660.29,5651.46
Y9999  ,20110803,8466.35,8456.86
M2300  ,20110803,301.8,301.44
2330,20110804,52.5137,52.8155
TWN50  ,20110804,5658.57,5558.94
Y9999  ,20110804,8472.37,8317.27
M2300  ,20110804,301.42,295.47
2330,20110805,49.7975,50.2502
TWN50  ,20110805,5293.68,5269.76
Y9999  ,20110805,7962.87,7853.13
M2300  ,20110805,282.66,278.52
2330,20110808,49.7975,49.1939
TWN50  ,20110808,5237.37,5106.04
Y9999  ,20110808,7769.6,7552.8
M2300  ,20110808,275.11,268.39
2330,20110809,47.1567,47.7603
TWN50  ,20110809,4894.84,5051.48
Y9999  ,20110809,7261.54,7493.12
M2300  ,20110809,257.38,264.52
2330,20110810,49.1184,49.6466
TWN50  ,20110810,5226.2,5216.75
Y9999  ,20110810,7717.58,7736.32
M2300  ,20110810,272.33,273.39
2330,20110811,48.7412,50.0993
TWN50  ,20110811,5109.28,5216.13
Y9999  ,20110811,7566.39,7719.09
M2300  ,20110811,267.82,273.44
2330,20110812,50.7029,49.1184
TWN50  ,20110812,5287.91,5134.13
Y9999  ,20110812,7825.8,7637.02
M2300  ,20110812,277.5,270.83
2330,20110815,50.4765,50.4011
TWN50  ,20110815,5239.56,5263.18
Y9999  ,20110815,7769.17,7819.39
M2300  ,20110815,276.12,278.27
2330,20110816,50.4011,49.7975
TWN50  ,20110816,5310.03,5238.28
Y9999  ,20110816,7886.93,7798.59
M2300  ,20110816,280.41,276.85
2330,20110817,49.7975,49.6466
TWN50  ,20110817,5244.63,5191.22
Y9999  ,20110817,7807.67,7741.76
M2300  ,20110817,277.06,272.82
2330,20110818,49.6466,48.5903
TWN50  ,20110818,5179.76,5112.99
Y9999  ,20110818,7721.19,7614.97
M2300  ,20110818,271.44,267.34
2330,20110819,47.6094,48.213
TWN50  ,20110819,4977.58,4950.29
Y9999  ,20110819,7414.36,7342.96
M2300  ,20110819,259.65,256.99
2330,20110822,47.9866,49.043
TWN50  ,20110822,4959.59,4958.14
Y9999  ,20110822,7348.71,7312.59
M2300  ,20110822,256.27,255.68
2330,20110823,49.043,50.4011
TWN50  ,20110823,4990.26,5106.41
Y9999  ,20110823,7369.43,7550.23
M2300  ,20110823,257.7,263.88
2330,20110824,51.0801,50.9292
TWN50  ,20110824,5133.88,5081.89
Y9999  ,20110824,7592.51,7502.93
M2300  ,20110824,265.77,264.04
2330,20110825,50.8538,50.552
TWN50  ,20110825,5122.22,5034.52
Y9999  ,20110825,7559.47,7410.87
M2300  ,20110825,266.05,261.27
2330,20110826,50.6274,51.231
TWN50  ,20110826,5059.34,5082.26
Y9999  ,20110826,7438.52,7445.1
M2300  ,20110826,262.34,264.12
2330,20110829,51.7592,52.3628
TWN50  ,20110829,5112.39,5167.43
Y9999  ,20110829,7482.92,7578.01
M2300  ,20110829,265.8,268.38
2330,20110830,53.0418,52.061
TWN50  ,20110830,5230.93,5207.93
Y9999  ,20110830,7654.37,7646.19
M2300  ,20110830,272.13,271.96
2330,20110831,52.1364,52.3628
TWN50  ,20110831,5226.5,5287.78
Y9999  ,20110831,7665.22,7741.36
M2300  ,20110831,272.65,275.91
2330,20110901,52.3628,51.7592
TWN50  ,20110901,5338.93,5306.42
Y9999  ,20110901,7799.18,7757.76
M2300  ,20110901,278.37,275.15
2330,20110902,52.4382,50.9292
TWN50  ,20110902,5350.74,5296.46
Y9999  ,20110902,7801.28,7757.06
M2300  ,20110902,276.35,274.69
2330,20110905,49.8729,50.2502
TWN50  ,20110905,5206.21,5149.06
Y9999  ,20110905,7637.9,7551.57
M2300  ,20110905,269.52,268.06
2330,20110906,50.1747,49.8729
TWN50  ,20110906,5105.42,5029.01
Y9999  ,20110906,7496.24,7367.19
M2300  ,20110906,266.58,263.13
2330,20110907,50.552,51.7592
TWN50  ,20110907,5107.76,5149.59
Y9999  ,20110907,7468.29,7529.01
M2300  ,20110907,267.52,271.45
2330,20110908,52.5137,51.8346
TWN50  ,20110908,5208.34,5158.5
Y9999  ,20110908,7601.29,7548.37
M2300  ,20110908,274.4,272.23
2330,20110909,52.4382,52.2873
TWN50  ,20110909,5180.31,5208.75
Y9999  ,20110909,7568.22,7610.57
M2300  ,20110909,273.26,275.33
2330,20110913,52.5137,51.6083
TWN50  ,20110913,5144.91,5040.4
Y9999  ,20110913,7530,7391.37
M2300  ,20110913,272.46,268.68
2330,20110914,52.4382,50.7029
TWN50  ,20110914,5089.38,4942.72
Y9999  ,20110914,7455.5,7228.47
M2300  ,20110914,271.94,263.77
2330,20110915,52.061,52.1364
TWN50  ,20110915,5062.28,5050.73
Y9999  ,20110915,7374.58,7385.68
M2300  ,20110915,269.77,270.67
2330,20110916,53.1173,53.6454
TWN50  ,20110916,5140.37,5172.76
Y9999  ,20110916,7494.29,7577.4
M2300  ,20110916,274.65,277.16
2330,20110919,53.8718,53.7209
TWN50  ,20110919,5168.11,5112.45
Y9999  ,20110919,7572.83,7480.88
M2300  ,20110919,276.94,273.95
2330,20110920,53.57,53.1927
TWN50  ,20110920,5115.96,5119.43
Y9999  ,20110920,7485.6,7492.85
M2300  ,20110920,274.32,275.7
2330,20110921,53.57,54.3245
TWN50  ,20110921,5135.97,5147.09
Y9999  ,20110921,7515.66,7535.88
M2300  ,20110921,276.67,277.91
2330,20110922,52.9664,52.061
TWN50  ,20110922,5053.47,4982.34
Y9999  ,20110922,7419.49,7305.5
M2300  ,20110922,273.17,270.06
2330,20110923,51.4574,50.9292
TWN50  ,20110923,4843.57,4810.59
Y9999  ,20110923,7101.34,7046.22
M2300  ,20110923,263.22,260.71
2330,20110926,51.0801,50.7029
TWN50  ,20110926,4798.29,4727.4
Y9999  ,20110926,7026.49,6877.12
M2300  ,20110926,260.46,254.18
2330,20110927,51.9855,52.74
TWN50  ,20110927,4844.48,4889.08
Y9999  ,20110927,7031.13,7089.95
M2300  ,20110927,260.09,261.37
2330,20110928,53.4191,53.0418
TWN50  ,20110928,4934.59,4932.92
Y9999  ,20110928,7148.38,7146.98
M2300  ,20110928,263.96,264.55
2330,20110929,52.5137,53.0418
TWN50  ,20110929,4890.18,4944.09
Y9999  ,20110929,7090.12,7182.61
M2300  ,20110929,262.17,265
2330,20110930,53.0418,52.8155
TWN50  ,20110930,4973.05,4977.26
Y9999  ,20110930,7222.16,7225.38
M2300  ,20110930,265.99,266.32
2330,20111003,52.8155,51.7592
TWN50  ,20111003,4911.8,4825.12
Y9999  ,20111003,7128.66,7013.97
M2300  ,20111003,263.55,260.06
2330,20111004,52.8155,52.1364
TWN50  ,20111004,4779,4850.78
Y9999  ,20111004,6937.24,7047.87
M2300  ,20111004,257.6,262.32
2330,20111005,51.9855,52.1364
TWN50  ,20111005,4856.75,4816.85
Y9999  ,20111005,7061.17,6989.15
M2300  ,20111005,262.86,260.1
2330,20111006,52.5891,52.061
TWN50  ,20111006,4895.16,4922.24
Y9999  ,20111006,7094.61,7132
M2300  ,20111006,264.06,262.62
2330,20111007,52.4382,52.1364
TWN50  ,20111007,4976.91,4973.64
Y9999  ,20111007,7210.92,7211.96
M2300  ,20111007,264.63,261.86
2330,20111011,52.8155,52.8155
TWN50  ,20111011,5074,5103.35
Y9999  ,20111011,7348.86,7398.71
M2300  ,20111011,266.63,269.08
2330,20111012,53.1927,53.1173
TWN50  ,20111012,5095.42,5083.03
Y9999  ,20111012,7390.06,7382.35
M2300  ,20111012,269.32,270.11
2330,20111013,52.6646,53.1173
TWN50  ,20111013,5107.43,5105.59
Y9999  ,20111013,7423.18,7428.33
M2300  ,20111013,271.36,271.58
2330,20111014,53.4191,53.0418
TWN50  ,20111014,5109.71,5050.42
Y9999  ,20111014,7430.5,7358.08
M2300  ,20111014,272.09,270.6
2330,20111017,53.4191,53.6454
TWN50  ,20111017,5084.54,5126.37
Y9999  ,20111017,7412.88,7461.12
M2300  ,20111017,272.82,273.97
2330,20111018,52.8909,53.3436
TWN50  ,20111018,5038.37,5048.79
Y9999  ,20111018,7352.12,7359.48
M2300  ,20111018,269.51,270.3
2330,20111019,53.57,53.6454
TWN50  ,20111019,5071.45,5047.61
Y9999  ,20111019,7393.73,7353.37
M2300  ,20111019,271.01,268.97
2330,20111020,53.1927,52.5891
TWN50  ,20111020,5037.74,4972.62
Y9999  ,20111020,7347.93,7244.32
M2300  ,20111020,268.39,265.12
2330,20111021,53.3436,53.0418
TWN50  ,20111021,5001.62,4983.11
Y9999  ,20111021,7272.51,7254.51
M2300  ,20111021,266.02,265.31
2330,20111024,53.7209,54.0982
TWN50  ,20111024,5055.42,5136.79
Y9999  ,20111024,7352.43,7470.3
M2300  ,20111024,269.2,272.03
2330,20111025,54.1736,53.9473
TWN50  ,20111025,5156.98,5153.87
Y9999  ,20111025,7506.08,7491.21
M2300  ,20111025,273.29,273.24
2330,20111026,53.8718,54.2491
TWN50  ,20111026,5117.31,5179.42
Y9999  ,20111026,7437.77,7535.82
M2300  ,20111026,271.6,274.58
2330,20111027,54.3245,54.2491
TWN50  ,20111027,5184.89,5185.76
Y9999  ,20111027,7548.36,7565.21
M2300  ,20111027,275.05,274.28
2330,20111028,55.4563,55.1545
TWN50  ,20111028,5287.31,5238.65
Y9999  ,20111028,7693.24,7616.06
M2300  ,20111028,279.18,275.05
2330,20111031,55.4563,55.5317
TWN50  ,20111031,5257.52,5228.33
Y9999  ,20111031,7637.48,7587.69
M2300  ,20111031,276.21,274.19
2330,20111101,55.4563,55.6826
TWN50  ,20111101,5196.89,5241.54
Y9999  ,20111101,7547.24,7622.01
M2300  ,20111101,272.89,276.29
2330,20111102,55.1545,55.7581
TWN50  ,20111102,5152.44,5220.62
Y9999  ,20111102,7500.54,7598.45
M2300  ,20111102,272.3,277.44
2330,20111103,55.9844,55.4563
TWN50  ,20111103,5223.43,5117.03
Y9999  ,20111103,7603.45,7460.31
M2300  ,20111103,277.74,272.46
2330,20111104,56.2108,56.2862
TWN50  ,20111104,5212.95,5210.54
Y9999  ,20111104,7581.61,7603.23
M2300  ,20111104,276.94,277.12
2330,20111107,56.588,56.588
TWN50  ,20111107,5229.6,5223.61
Y9999  ,20111107,7623.16,7621.72
M2300  ,20111107,278.34,278.51
2330,20111108,56.588,56.2108
TWN50  ,20111108,5246.72,5209.58
Y9999  ,20111108,7652.47,7600.79
M2300  ,20111108,279.19,278.14
2330,20111109,56.5126,55.909
TWN50  ,20111109,5245.48,5183.53
Y9999  ,20111109,7646.12,7561.86
M2300  ,20111109,279.84,275.87
2330,20111110,54.7018,54.7772
TWN50  ,20111110,5088.62,5027.74
Y9999  ,20111110,7431.26,7308.68
M2300  ,20111110,270.82,267.14
2330,20111111,55.4563,55.3808
TWN50  ,20111111,5076.6,5079.5
Y9999  ,20111111,7369.73,7367.29
M2300  ,20111111,269.81,269.67
2330,20111114,56.5126,57.2671
TWN50  ,20111114,5164.91,5201.48
Y9999  ,20111114,7472.16,7525.65
M2300  ,20111114,274.04,276.49
2330,20111115,56.9653,57.3425
TWN50  ,20111115,5188.89,5182.84
Y9999  ,20111115,7515.5,7491.06
M2300  ,20111115,276.25,275.41
2330,20111116,57.3425,56.8898
TWN50  ,20111116,5202.63,5108.8
Y9999  ,20111116,7520.95,7387.52
M2300  ,20111116,276.91,273.06
2330,20111117,56.7389,57.1162
TWN50  ,20111117,5066.49,5108.9
Y9999  ,20111117,7333.57,7387.81
M2300  ,20111117,271.74,274.9
2330,20111118,56.588,55.9844
TWN50  ,20111118,5035.05,4994.82
Y9999  ,20111118,7296.09,7233.78
M2300  ,20111118,271.77,269.03
2330,20111121,55.2299,55.3054
TWN50  ,20111121,4932.09,4884.89
Y9999  ,20111121,7166.26,7042.64
M2300  ,20111121,266.25,261.54
2330,20111122,56.7389,55.8335
TWN50  ,20111122,4926.44,4870.09
Y9999  ,20111122,7064.61,7000.03
M2300  ,20111122,262.86,258.36
2330,20111123,55.8335,55.3808
TWN50  ,20111123,4846.46,4745.56
Y9999  ,20111123,6967.66,6806.43
M2300  ,20111123,257.1,251.4
2330,20111124,55.0036,54.9281
TWN50  ,20111124,4703.34,4768.09
Y9999  ,20111124,6748.92,6864.39
M2300  ,20111124,248.32,250.02
2330,20111125,55.079,54.0227
TWN50  ,20111125,4797.69,4703.36
Y9999  ,20111125,6906.34,6784.52
M2300  ,20111125,251.02,247.45
2330,20111128,54.0227,55.5317
TWN50  ,20111128,4743.83,4792.98
Y9999  ,20111128,6844.3,6898.78
M2300  ,20111128,249.64,252.74
2330,20111129,55.6826,55.5317
TWN50  ,20111129,4838.25,4847.85
Y9999  ,20111129,6966.58,6988.65
M2300  ,20111129,255.15,256.23
2330,20111130,55.8335,56.2862
TWN50  ,20111130,4863.99,4813.12
Y9999  ,20111130,7001.59,6904.12
M2300  ,20111130,257.14,254.8
2330,20111201,56.9653,57.7952
TWN50  ,20111201,4995.73,5000.82
Y9999  ,20111201,7132.41,7178.69
M2300  ,20111201,262.61,263.66
2330,20111202,57.7952,57.3425
TWN50  ,20111202,4987.28,4965.49
Y9999  ,20111202,7164,7140.68
M2300  ,20111202,263.06,261.73
2330,20111205,57.3425,57.5689
TWN50  ,20111205,4976.05,4946.28
Y9999  ,20111205,7149.58,7098.08
M2300  ,20111205,261.75,259.77
2330,20111206,57.5689,56.8898
TWN50  ,20111206,4926.72,4851.9
Y9999  ,20111206,7075.84,6956.28
M2300  ,20111206,258.85,255.19
2330,20111207,57.7198,57.6443
TWN50  ,20111207,4893.33,4920.32
Y9999  ,20111207,7004.18,7033
M2300  ,20111207,256.93,256.81
2330,20111208,57.8707,57.5689
TWN50  ,20111208,4908.98,4894.06
Y9999  ,20111208,7018.64,6982.9
M2300  ,20111208,256.39,254.53
2330,20111209,57.3425,55.909
TWN50  ,20111209,4834.39,4820.08
Y9999  ,20111209,6891.47,6893.3
M2300  ,20111209,251.11,250.65
2330,20111212,56.6635,56.588
TWN50  ,20111212,4888.22,4873.37
Y9999  ,20111212,6975.62,6949.04
M2300  ,20111212,253.89,252.83
2330,20111213,55.6072,56.7389
TWN50  ,20111213,4821.9,4847.13
Y9999  ,20111213,6883.08,6896.31
M2300  ,20111213,250.23,252.42
2330,20111214,56.6635,56.2108
TWN50  ,20111214,4857.9,4845.2
Y9999  ,20111214,6912.54,6922.57
M2300  ,20111214,252.8,253.43
2330,20111215,55.909,54.7018
TWN50  ,20111215,4807.16,4722.61
Y9999  ,20111215,6874.18,6764.59
M2300  ,20111215,251.74,247.91
2330,20111216,54.9281,54.8527
TWN50  ,20111216,4739.19,4741.06
Y9999  ,20111216,6783.02,6785.09
M2300  ,20111216,248.72,249.07
2330,20111219,55.4563,54.7018
TWN50  ,20111219,4746.59,4664.33
Y9999  ,20111219,6780.64,6633.33
M2300  ,20111219,249.25,244.33
2330,20111220,55.0036,54.9281
TWN50  ,20111220,4691.13,4680.38
Y9999  ,20111220,6654.67,6662.64
M2300  ,20111220,245.43,246.6
2330,20111221,56.5126,57.3425
TWN50  ,20111221,4858.26,4902.79
Y9999  ,20111221,6878.63,6966.48
M2300  ,20111221,254.98,258.36
2330,20111222,56.8144,56.588
TWN50  ,20111222,4903.54,4906.93
Y9999  ,20111222,6968.22,6966.35
M2300  ,20111222,257.43,257.08
2330,20111223,57.1916,56.8898
TWN50  ,20111223,4956.99,4992.67
Y9999  ,20111223,7035.1,7110.73
M2300  ,20111223,259.5,261.19
2330,20111226,56.8898,56.588
TWN50  ,20111226,4998.67,4979.38
Y9999  ,20111226,7125.04,7092.58
M2300  ,20111226,261.78,260.54
2330,20111227,56.4371,56.9653
TWN50  ,20111227,4968.57,4977.7
Y9999  ,20111227,7085.5,7085.03
M2300  ,20111227,260.35,260.48
2330,20111228,56.8144,57.1162
TWN50  ,20111228,4978.25,4957.01
Y9999  ,20111228,7086.1,7056.67
M2300  ,20111228,260.37,259.89
2330,20111229,56.8898,57.1916
TWN50  ,20111229,4932.07,4960.75
Y9999  ,20111229,7026.86,7074.82
M2300  ,20111229,259.1,261.21
2330,20111230,57.1162,57.1916
TWN50  ,20111230,4983.82,4961.72
Y9999  ,20111230,7109.85,7072.08
M2300  ,20111230,262.3,260.73
2330,20120102,56.588,56.588
TWN50  ,20120102,4956.13,4882.8
Y9999  ,20120102,7071.35,6952.21
M2300  ,20120102,260.49,256.91
2330,20120103,56.9653,57.1162
TWN50  ,20120103,4923.61,4960.24
Y9999  ,20120103,7005.39,7053.38
M2300  ,20120103,259.03,260.55
2330,20120104,57.418,57.1916
TWN50  ,20120104,4984.86,4982.87
Y9999  ,20120104,7093.07,7082.97
M2300  ,20120104,262.45,262.34
2330,20120105,57.3425,57.3425
TWN50  ,20120105,4992.71,5009.95
Y9999  ,20120105,7099.35,7130.86
M2300  ,20120105,263.31,264.01
2330,20120106,57.2671,57.0407
TWN50  ,20120106,5006.38,5004.55
Y9999  ,20120106,7129.53,7120.51
M2300  ,20120106,264,264.02
2330,20120109,56.7389,57.0407
TWN50  ,20120109,4985.58,4985.46
Y9999  ,20120109,7103.09,7093.04
M2300  ,20120109,263.27,262.81
2330,20120110,57.3425,57.7198
TWN50  ,20120110,5011.72,5047.86
Y9999  ,20120110,7128.86,7178.87
M2300  ,20120110,264.26,265.39
2330,20120111,57.9461,57.7198
TWN50  ,20120111,5066.14,5049.54
Y9999  ,20120111,7203.1,7188.21
M2300  ,20120111,266.39,266.19
2330,20120112,57.8707,58.097
TWN50  ,20120112,5060.36,5062.71
Y9999  ,20120112,7202.38,7186.58
M2300  ,20120112,266.79,266.43
2330,20120113,58.2479,58.4743
TWN50  ,20120113,5093.01,5073.83
Y9999  ,20120113,7226.24,7181.54
M2300  ,20120113,267.82,266.23
2330,20120116,57.418,56.8144
TWN50  ,20120116,5101.77,4990.19
Y9999  ,20120116,7241.92,7103.62
M2300  ,20120116,267.42,263.2
2330,20120117,57.2671,57.0407
TWN50  ,20120117,5024.01,5058.67
Y9999  ,20120117,7144.2,7221.08
M2300  ,20120117,264.77,267.94
2330,20120118,57.2671,57.8707
TWN50  ,20120118,5068.03,5063.81
Y9999  ,20120118,7235.54,7233.69
M2300  ,20120118,268.52,269.62
2330,20120130,58.8515,59.3797
TWN50  ,20120130,5182.81,5184.62
Y9999  ,20120130,7382.72,7407.41
M2300  ,20120130,276.3,278.09
2330,20120131,58.927,59.2288
